country,year,target_iso3,entity_content,policy_agency_type,migrant_cohort,policy_measure,sentiment_polarity,scheme,scheme_warrant,evidence_span,confidence
PRT,2019,ZAF,South Africa,neutral_reporting,general_migration,visas_mobility,neutral,argument_from_sign,decades of migration experience shows the need for change,"in a country whose experience for decades , centuries , in migration was starting and the priority was to ensure that the son of",0.7
PRT,2021,DEU,Germany,neutral_reporting,general_migration,allocation_of_resources,negative,argument_from_sign,immigration patterns indicate the need for TAP services,"the fundamental immigration of the 50s , 60s and 70s , to France and to Germany , comes from the North",0.8
PRT,2022,MAR,Morocco,neutral_reporting,general_migration,national_security,negative,argument_from_sign,mysterious disappearance of migrants signals something wrong,not to escape a war but only to enter Portugal and disappear mysteriously,0.7
PRT,2022,RUS,Russia,neutral_reporting,general_migration,visas_mobility,negative,argument_ad_hominem,autocratic regimes are portrayed negatively,Autocratic regimes ...,0.8
PRT,2022,LUX,Luxembourg,neutral_reporting,refugees,general_policy,neutral,argument_from_analogy,local elections allowed prominent positions,"the local elections , in particular , allowed them to have prominent positions",0.8
GRC,2016,TUR,Turkey,learning_emulation_from,general_migration,border_control,negative,argument_from_cause_to_effect,reducing flow of migrants from Turkey would affect the situation in Greece,Since Turkey was going to reduce its flow,0.8
GRC,2019,POL,Poland,learning_emulation_from,general_migration,general_policy,neutral,argument_from_analogy,countries with high emigration rates allow voting by immigrants,Like the example of Portugal that 14 % of its citizens live abroad or 9.1 % of Poland,0.8
GRC,2020,GBR,United Kingdom,learning_emulation_from,general_migration,general_policy,positive,argument_from_analogy,"a large state collectively, England, makes a choice supported by all political forces","England, but here the choice made by the state, after the official and serious additions, is one and is supported by all political forces",0.7
GRC,2020,USA,United States,learning_emulation_from,general_migration,integration,negative,argument_from_analogy,when unscrupulous racists can no longer ban foreign naturalisation in their own countries,when unscrupulous racists can no longer ban foreign naturalisation in their own countries,0.8
GRC,2020,SVK,Slovakia,learning_emulation_from,economic_migrants,general_policy,negative,argument_from_sign,high death rate indicates exceptional difficulties,"despite the fact that it has a very old population , two very large urban centres - not Slovakia or Norway - and it also has tourism and illegal or irregular immigration and land workers going in - has exceptional difficulties",0.8
GRC,2021,SRB,Republic of Serbia,learning_emulation_from,general_migration,returns_deportation,positive,argument_from_authority,the draft law was accepted by a majority of the institutions of the European Community,was accepted by a majority of the institutions of the European Community,0.8
AUT,2015,NLD,Netherlands,competition,refugees,allocation_of_resources,positive,argument_from_analogy,countries around the world have a high attractiveness,"Germany , Sweden and the Netherlands , and it is evident that , of course , precisely those countries around the world have a high attractiveness",0.8
AUT,2016,SYR,Syria,competition,refugees,general_policy,negative,argument_from_sign,investing in countries of origin is effective,The value of every euro invested in the countries of origin is a multiple,0.8
AUT,2017,GBR,United Kingdom,competition,general_migration,general_policy,negative,argument_ad_hominem,the speaker believes that Britain is not interested in the euro,for no one and not for Britain at all,0.8
AUT,2017,UKR,Ukraine,competition,refugees,international_law,neutral,argument_from_sign,the Ukraine crisis is still very difficult to estimate,which is still very difficult to estimate,0.7
AUT,2018,DEU,Germany,competition,general_migration,border_control,neutral,none_or_unclear,,"In general , the border police officers of Germany and Austria are in permanent exchange",0.7
AUT,2021,SYR,Syria,competition,general_migration,border_control,negative,argument_from_analogy,people from different countries are seeking asylum in Austria,"people from Afghanistan, Syria or other countries in Austria are looking for asylum",0.8
BIH,2018,HRV,Republic of Croatia,exchange_cooperation,general_migration,national_security,positive,none_or_unclear,,,0.5
BIH,2019,SYR,Syria,exchange_cooperation,refugees,visas_mobility,negative,argument_from_sign,a new wave of refugees is being announced from Syria via Turkey to the European Union,a new wave of refugees is being announced from Syria via Turkey to the European Union,0.8
BIH,2020,HRV,Croatia,exchange_cooperation,general_migration,general_policy,negative,argument_from_analogy,the situation in Croatia is similar to BiH and Serbia-Montenegro,This is a common problem for both Croatia and BiH and Serbia - Montenegro,0.8
BIH,2020,USA,United States,exchange_cooperation,general_migration,general_policy,negative,argument_from_sign,these unfortunate people could serve to collect political points,there's a clear signal that these unfortunate people could serve to collect political points,0.8
BIH,2020,HRV,Croatia,exchange_cooperation,general_migration,general_policy,negative,argument_ad_hominem,Mr. Bećirović wanted to kick me out,Mr. Bećirović wanted to kick me out because I'm not taking part in the vote from the session,0.8
BIH,2022,UKR,Ukraine,exchange_cooperation,refugees,visas_mobility,negative,argument_from_cause_to_effect,"in chaos that is currently in Ukraine, especially in those areas where refugees are most fleeing the possibility of extracting passports is not a routine thing","in chaos that is currently in Ukraine, especially in those areas where refugees are most fleeing the possibility of extracting passports is not a routine thing",0.8
SRB,2018,GRC,Greece,learning_emulation_from,general_migration,general_policy,positive,argument_from_practical_reasoning,"we are really the country most praised for all possible encounters from Western Europe through Vienna, so wherever it is happening, even in Greece",even in Greece,0.7
SRB,2019,USA,United States,learning_emulation_from,general_migration,national_security,positive,argument_from_practical_reasoning,to achieve effective international cooperation on terrorism,and that we also negotiated such an agreement with the Russian Federation and we expect it to be signed soon,0.8
SRB,2019,HUN,Hungary,learning_emulation_from,refugees,general_policy,positive,argument_from_analogy,we were open to refugees from Hungary during the Cold War,even during the Cold War we were wide open to receive refugees from Hungary,0.8
SRB,2021,MKD,North Macedonia,learning_emulation_from,general_migration,general_policy,negative,argument_from_sign,conflicts with migrants indicate broader issues,And we had conflicts with migrants both in Greece and Macedonia,0.7
SRB,2021,BGR,Bulgaria,learning_emulation_from,general_migration,general_policy,negative,argument_from_sign,Bulgaria's actions indicate broader issues,Bulgaria at the time violated the Berlin Agreement,0.7
SRB,2021,CYP,Cyprus,learning_emulation_from,general_migration,general_policy,positive,argument_from_authority,Article 2 of Article 10 of the Agreement,under Article 2 of Article 10 of the Agreement,0.8
ITA,2015,RUS,Russia,neutral_reporting,general_migration,national_security,negative,argument_ad_hominem,the Baltic countries' anxieties are seen as invalid,the anxieties of the Baltic countries,0.8
ITA,2017,LBY,Libya,neutral_reporting,refugees,returns_deportation,neutral,argument_from_authority,the IOM is a legitimate source,"The IOM , the International Organization for Migrants",0.8
ITA,2019,USA,United States,neutral_reporting,general_migration,returns_deportation,negative,argument_from_analogy,other nations can afford similar policies,"I am thinking of Australia , the United States of America , Russia , or any other nation",0.8
ITA,2020,LBY,Libya,neutral_reporting,general_migration,border_control,negative,argument_ad_hominem,interlocutors are not credible,were not yesterday and even less are credible interlocutors today,0.8
ITA,2020,MLT,Malta,neutral_reporting,general_migration,general_policy,neutral,none_or_unclear,,On 12 and 14 August the ship 's commander wrote to the Spanish embassy in Malta.,0.7
ITA,2022,UKR,Ukraine,neutral_reporting,refugees,general_policy,negative,argument_from_sign,the war in Ukraine is in danger of frustrating our efforts,the war in Ukraine is in danger of frustrating our efforts,0.7
SVN,2016,HUN,Hungary,competition,general_migration,border_control,negative,argument_ad_hominem,the government is incompetent,exactly this incompetent government,0.8
SVN,2017,ITA,Italy,competition,general_migration,general_policy,neutral,argument_from_sign,an increase in migrants is a sign of larger issues,more than last year's migrants,0.8
SVN,2017,AUT,Austria,competition,economic_migrants,general_policy,neutral,argument_from_authority,Austria knows what it's doing,but it's just because Austria knows what it's doing,0.8
SVN,2019,HRV,Republic of Croatia,competition,general_migration,border_control,neutral,argument_from_sign,an increase in waste and illegal migrants at border crossings indicates a broader issue,and in the last year also an increase in the disposal of waste by illegal migrants at border crossings,0.8
SVN,2019,HRV,Croatia,competition,refugees,international_law,neutral,argument_from_sign,foreigners entering Slovenia do not apply for international protection,Foreigners do not enter Slovenia according to data in order to apply for international protection,0.8
SVN,2021,GBR,United Kingdom,competition,general_migration,general_policy,neutral,argument_from_authority,the agreement on the withdrawal of the United Kingdom of Great Britain and Northern Ireland from the European Union and the European Atomic Energy Community,the agreement on the withdrawal of the United Kingdom of Great Britain and Northern Ireland from the European Union and the European Atomic Energy Community,0.8
AUT,2016,UKR,Ukraine,learning_emulation_from,refugees,visas_mobility,negative,argument_from_analogy,"the situation in the EU with unemployment, economic problems, and refugee movements is similar to the potential situation if visa exemptions are granted","with the millions of unemployed, with the economic problems, but also the problems arising from the refugee movements",0.8
AUT,2017,DEU,Germany,learning_emulation_from,asylum_seekers,general_policy,neutral,argument_from_analogy,Germany provides a relevant precedent,a recent example from Germany,0.8
AUT,2018,DEU,Germany,learning_emulation_from,general_migration,general_policy,neutral,none_or_unclear,,In the Federal Republic of Germany the discussion is just beginning.,0.7
AUT,2020,TUR,Turkey,learning_emulation_from,general_migration,integration,negative,argument_ad_hominem,Turkey is trying to tear down integration,Turkey is trying through various associations to tear down a functioning integration,0.8
AUT,2020,ESP,Spain,learning_emulation_from,general_migration,general_policy,neutral,argument_from_analogy,the same action has been taken in other countries,"where social democrats are ruling , the same action has been taken",0.8
AUT,2022,UKR,Ukraine,learning_emulation_from,general_migration,general_policy,negative,argument_from_authority,Unicef is a legitimate source,According to Unicef 's report,0.9
HRV,2017,IRN,Iran,coercion_intervention_to,general_migration,general_policy,neutral,none_or_unclear,,Foreign policy topics were discussed as usual during the European Council 's evening hours,0.8
HRV,2019,GBR,United Kingdom,coercion_intervention_to,general_migration,general_policy,negative,none_or_unclear,,,0.7
HRV,2020,IRL,Ireland,coercion_intervention_to,economic_migrants,integration,negative,argument_ad_hominem,it is absurd for us to have our people working in Ireland back as digital nomads,It 's absurd for us to have our people working in Ireland back as digital nomads,0.7
HRV,2021,SRB,Serbia,coercion_intervention_to,general_migration,border_control,neutral,none_or_unclear,,"As you know , Croatia is the country with the longest land border and is obliged to monitor and protect it , and the most vulnerable part of Croatia 's border is the land border with Serbia and BiH .",0.8
HRV,2021,TUR,Turkey,coercion_intervention_to,general_migration,national_security,neutral,argument_from_practical_reasoning,the role of Turkey and BiH impacts migration and security,of course because of the security of the Mediterranean,0.8
HRV,2022,UKR,Ukraine,coercion_intervention_to,general_migration,returns_deportation,negative,argument_from_sign,millions of people are on the run,millions of people are on the run from Ukraine,0.8
BGR,2015,NLD,Netherlands,competition,general_migration,border_control,negative,argument_from_cause_to_effect,"if Europe fails to deal with the problem at its borders, countries such as the Netherlands, Austria, Germany, Belgium and Luxembourg are preparing for such a mini-Shengen","if Europe fails to deal with the problem at its borders, countries such as the Netherlands, Austria, Germany, Belgium and Luxembourg are preparing for such a mini-Shengen",0.8
BGR,2016,RUS,Russia,competition,general_migration,general_policy,negative,argument_ad_hominem,Russia is portrayed as an imperial power,"Russia, which already frankly says it",0.8
BGR,2018,TUR,Turkey,competition,general_migration,general_policy,neutral,argument_from_sign,there is a different matter with Bulgarians abroad and in Turkey,but somehow there is a different matter with them,0.7
BGR,2018,TUR,Turkey,competition,refugees,general_policy,neutral,argument_from_practical_reasoning,we reacted and was made by the President of Turkey,it was not yet in an official election campaign,0.7
BGR,2021,DEU,Germany,competition,general_migration,national_security,negative,argument_from_practical_reasoning,we need to be prepared for security threats,Are we prepared from a purely security point of view,0.8
BGR,2021,TUR,Turkey,competition,general_migration,general_policy,neutral,argument_from_practical_reasoning,Borisov's visit to Turkey is a practical step in diplomatic relations.,"Borisov's visit to Turkey, his meeting with President Erdogan",0.7
ESP,2016,TUR,Turkey,coercion_intervention_to,refugees,border_control,positive,argument_from_practical_reasoning,to achieve the commitment to comply with the 2015 national resettlement programme,while the remaining transfers are currently under way,0.8
ESP,2019,MAR,Morocco,coercion_intervention_to,general_migration,international_law,negative,argument_ad_hominem,Mr Sánchez is portrayed as incompetent or dishonest,"It is scandalous, Mr Sánchez",0.8
ESP,2022,BLR,Belarus,coercion_intervention_to,refugees,border_control,negative,argument_from_sign,recent hotbeds of tension reflect a much broader crisis,the Polish - Belarus border are just two of the recent hotbeds of tension,0.8
ESP,2022,MAR,Morocco,coercion_intervention_to,general_migration,national_security,negative,argument_ad_hominem,"Morocco does not cooperate, it is a latent threat","Morocco does not cooperate, it is a latent threat",0.8
ESP,2022,MAR,Morocco,coercion_intervention_to,general_migration,general_policy,neutral,argument_from_practical_reasoning,a specific plan will allow a rapid and effective response,which will allow a rapid and effective response,0.8
ESP,2022,MRT,Mauritania,coercion_intervention_to,general_migration,national_security,negative,argument_ad_hominem,those who demand money under the excuse of combating avalanches are coercing us,"who , in exchange for not continuing to launch avalanches at our borders or jumping , demand money",0.8
PRT,2016,NGA,Nigeria,exchange_cooperation,general_migration,border_control,positive,argument_from_practical_reasoning,to combat the root causes of migration,to combat the root causes of migration,0.8
PRT,2018,MLT,Malta,exchange_cooperation,refugees,international_law,negative,argument_from_authority,EU's treaties and the Charter of Fundamental Rights of the European Union give priority to the defence of human rights,"the Treaty of Rome , the Treaty of Lisbon and the Charter of Fundamental Rights of the European Union giving priority to the defence of human rights",0.9
PRT,2020,GRC,Greece,exchange_cooperation,economic_migrants,border_control,negative,argument_from_practical_reasoning,a European policy on migration and asylum is the only one capable,"a European policy on migration and asylum , because it is the only one capable",0.8
PRT,2020,GRC,Greece,exchange_cooperation,refugees,general_policy,neutral,argument_ad_hominem,Mr Ventura thinks this is a national problem,contrary to what Mr Ventura thinks,0.8
PRT,2020,GRC,Greece,exchange_cooperation,refugees,general_policy,neutral,argument_ad_hominem,Mr Ventura thinks this is a national problem,contrary to what Mr Ventura thinks,0.8
PRT,2022,RUS,Russia,exchange_cooperation,refugees,international_law,negative,argument_ad_hominem,the speaker attacks the source of an opposing position rather than the position itself,Is that the solidarity of this Europe ?,0.8
FRA,2018,ISR,Israel,exchange_cooperation,general_migration,national_security,negative,argument_from_practical_reasoning,to deny the right of asylum to a person who has allegedly been involved in an act of terrorism,we propose to deny the right of asylum,0.9
FRA,2019,ARM,Armenia,exchange_cooperation,general_migration,general_policy,positive,argument_from_practical_reasoning,it considerably strengthens the political and economic partnership,it considerably strengthens the political and economic partnership,0.8
FRA,2019,DEU,Germany,exchange_cooperation,asylum_seekers,returns_deportation,neutral,argument_from_practical_reasoning,bilateral agreements can facilitate transfers,the bilateral agreement signed recently with Germany,0.8
FRA,2020,NER,Niger,exchange_cooperation,general_migration,general_policy,negative,argument_from_analogy,Niger demonstrates effective handling of consular passes,"while progress is possible , as Niger demonstrates",0.8
FRA,2020,TUR,Turkey,exchange_cooperation,general_migration,general_policy,neutral,argument_from_practical_reasoning,financial commitments are very significant,the financial commitments are very significant,0.8
FRA,2022,RUS,Russia,exchange_cooperation,general_migration,border_control,neutral,none_or_unclear,,"Since then , Russia and Belarus have chosen to make a historical rapprochement by deepening their economic integration and military doctrine in documents signed on 4 November 2021 .",0.7
AUT,2016,JOR,Jordan,exchange_cooperation,refugees,general_policy,neutral,argument_from_practical_reasoning,we must negotiate in order to provide assistance,"we must negotiate with Jordan , Lebanon and Turkey",0.8
AUT,2017,LBY,Libya,exchange_cooperation,refugees,border_control,positive,argument_from_practical_reasoning,to ensure that refugees can stay in that region,with a view to ensuring that refugees can stay in that region,0.8
AUT,2018,EGY,Egypt,exchange_cooperation,general_migration,general_policy,positive,argument_from_cause_to_effect,rescues in the Mediterranean and bringing people back to transit countries lead to a significant decrease in illegal migration to Europe,"but after the rescue in the Mediterranean , bring people back not to Europe but to the transit countries – with the result that illegal migration to Europe is falling significantly",0.8
AUT,2020,SRB,Serbia,exchange_cooperation,general_migration,returns_deportation,neutral,none_or_unclear,,,0.8
AUT,2020,TUR,Turkey,exchange_cooperation,refugees,general_policy,negative,argument_from_sign,large numbers of refugees indicate a broader crisis,"we have about 50,000 people in Greece , we have about 50,000 people in the Balkans , we have 3.5 million refugees in Turkey and we have a much larger number in Syria , Iraq and its neighbouring countries",0.8
AUT,2022,SVK,Slovakia,exchange_cooperation,general_migration,visas_mobility,neutral,none_or_unclear,,,0.7
SRB,2018,BIH,Bosnia and Herzegovina,exchange_cooperation,general_migration,general_policy,negative,none_or_unclear,,where the Serbian people today have a very difficult time living,0.7
SRB,2019,USA,United States,exchange_cooperation,general_migration,national_security,positive,argument_from_practical_reasoning,strengthening co-operation will improve security and cooperation,we need to move forward and strengthen this mutual co-operation,0.8
SRB,2021,HUN,Hungary,exchange_cooperation,general_migration,general_policy,positive,none_or_unclear,,I am in almost daily contact with Minister Sijart regarding vaccines.,0.7
SRB,2021,MKD,North Macedonia,exchange_cooperation,general_migration,national_security,positive,argument_from_cause_to_effect,small Schengen accelerates the flow between countries,since we have a small Schengen that has accelerated the flow between Serbia and northern Macedonia,0.8
SRB,2021,MKD,North Macedonia,exchange_cooperation,general_migration,national_security,positive,argument_from_practical_reasoning,North Macedonia may be the most important country in the environment for us in this process,which concerns a common fight against migrant smuggling,0.8
SRB,2021,NOR,Norway,exchange_cooperation,general_migration,general_policy,positive,argument_from_authority,Norway is a reliable partner and donor,Norway has donated five million euros to us,0.8
TUR,2018,AFG,Afghanistan,competition,general_migration,general_policy,negative,argument_ad_hominem,Benjamin Franklin is a well-known figure whose quotes are often cited to make political points.,"He says : "" Democracy is the voting of two wolves and a lamb for dinner, and freedom is the opposition of a fully equipped lamb for voting. """,0.7
TUR,2019,IRQ,Iraq,competition,general_migration,national_security,neutral,argument_from_sign,there was more to it than that,but there was more to it than that,0.7
TUR,2020,BEL,Belgium,competition,general_migration,international_law,negative,argument_from_sign,growing racism and Islamophobia threaten Europe and the world,"growing racism and Islamophobia, especially in Austria , Germany and Belgium",0.8
TUR,2021,CHN,China,competition,refugees,general_policy,neutral,argument_from_sign,the presence of large cement factories indicates industrial growth,"after the two were evaluated together, the world's third largest factory in the world is built here",0.8
TUR,2021,CHN,China,competition,general_migration,general_policy,positive,argument_from_analogy,comparing population rankings,but if you compare it to the population,0.8
TUR,2022,UKR,Ukraine,competition,general_migration,national_security,negative,argument_from_cause_to_effect,the war between Ukraine and Russia has created potential and problems that affect the world,"the war between Ukraine and Russia, which began on 24 February 2022, at the same time, had reached the point of explosion",0.8
BEL,2017,MNE,Montenegro,neutral_reporting,refugees,general_policy,neutral,argument_from_practical_reasoning,to expand the list of countries,you wanted to add three Maghreb countries,0.8
BEL,2019,PER,Peru,neutral_reporting,general_migration,visas_mobility,neutral,none_or_unclear,,"The interviews showed that these people mainly flew from Palestine to South America with Turkish Airlines or from Egypt to Brazil , Colombia , Ecuador and then Chile and Peru .",0.7
BEL,2020,ESH,Western Sahara,neutral_reporting,refugees,general_policy,negative,none_or_unclear,,,0.7
BEL,2021,AFG,Afghanistan,neutral_reporting,general_migration,returns_deportation,positive,argument_from_practical_reasoning,coherence leads to positive prospects for Belgians and Afghans,who must have positive prospects,0.8
BEL,2021,DEU,Germany,neutral_reporting,general_migration,national_security,negative,argument_ad_hominem,they are doing so for the sake of security,are you not going to tell me that they are doing so for the sake of security,0.7
BEL,2022,CMR,Cameroon,neutral_reporting,students,general_policy,negative,argument_from_sign,high numbers indicate a systemic issue,figures for Cameroon,0.8
BIH,2017,RUS,Russia,coercion_intervention_to,general_migration,border_control,positive,argument_from_authority,the President of the Republic of Belarus has the authority to sign decisions,according to which citizens of Bosnia and Herzegovina carry ordinary passports,0.9
BIH,2020,SRB,Serbia,coercion_intervention_to,general_migration,international_law,negative,argument_from_sign,68 only neighbouring Serbia returned in various ways about 300,and we know that 68 only neighbouring Serbia returned in various ways about 300,0.7
BIH,2021,SRB,Serbia,coercion_intervention_to,general_migration,border_control,negative,argument_from_sign,the lack of answers indicates a problem,they do not answer my question,0.8
BIH,2021,SRB,Republic of Serbia,coercion_intervention_to,general_migration,international_law,positive,argument_from_authority,the border police and MUP of Montenegro have competences in the area of control and control of the crossing of the common state border,the border police in the previous period have already achieved good co-operation with the organisation units of the Republic of Serbia and the MUP of Montenegro,0.8
BIH,2021,MNE,Montenegro,coercion_intervention_to,general_migration,international_law,positive,argument_from_authority,the border police and MUP of Montenegro are competent authorities,the border police in the previous period have already achieved good co-operation with the organisation units of the Republic of Serbia and the MUP of Montenegro,0.8
BIH,2022,PER,Peru,coercion_intervention_to,general_migration,allocation_of_resources,positive,argument_from_practical_reasoning,it would be quite logical to make such a decision,"because if , according to a valid decision on visas , BiH has a",0.8
NLD,2016,TUR,Turkey,coercion_intervention_to,refugees,integration,negative,argument_from_sign,failing to meet this demand indicates broader issues,Turkey is also failing to meet this demand,0.8
NLD,2018,TUR,Turkey,coercion_intervention_to,general_migration,border_control,negative,argument_from_sign,a decline in the number of arrivals is a sign of the effectiveness of the Turkey deal,"the decline in the number of arrivals in Greece from Turkey prior to the entry into force of the Turkey deal was already under 5,000",0.7
NLD,2019,TUR,Turkey,coercion_intervention_to,general_migration,border_control,negative,argument_from_cause_to_effect,the withdrawal of the ambassador is a consequence of the situation,This has even led to the withdrawal of the ambassador from Turkey,0.8
NLD,2020,GBR,United Kingdom,coercion_intervention_to,general_migration,general_policy,negative,argument_from_cause_to_effect,the decision will have consequences for their lives,for their lives in the UK,0.8
NLD,2020,JOR,Jordan,coercion_intervention_to,refugees,general_policy,negative,argument_from_analogy,Jordan has similar problems,And Jordan has similar problems right now,0.8
NLD,2022,POL,Poland,coercion_intervention_to,refugees,international_law,negative,argument_ad_hominem,Poland's actions are hypocritical given their hospitality towards refugees from Ukraine,Poland 's hospitality towards the refugees from Ukraine is very commendable,0.8
LVA,2018,EST,Estonia,coercion_intervention_to,general_migration,general_policy,negative,none_or_unclear,,"The question of Estonia is also , in my opinion , out of place .",0.7
LVA,2021,ARM,Armenia,coercion_intervention_to,refugees,general_policy,negative,argument_from_sign,large number of refugees indicates a broader issue,"Two hundred thousand refugees from Armenia itself, who fled to Azerbaijan",0.7
LVA,2021,LTU,Lithuania,coercion_intervention_to,general_migration,border_control,neutral,argument_from_analogy,other countries are also affected by the crisis,such as Lithuania and Poland,0.8
LVA,2022,RUS,Russia,coercion_intervention_to,general_migration,national_security,negative,argument_from_practical_reasoning,to achieve recovery of losses from countries that are legal heirs to these criminal regimes,to demand recovery of these losses from countries that are legal heirs to these criminal regimes,0.9
LVA,2022,LTU,Lithuania,coercion_intervention_to,general_migration,national_security,negative,argument_ad_hominem,those who deliberately direct migrants are malicious,deliberately directed across the borders,0.8
LVA,2022,UKR,Ukraine,coercion_intervention_to,refugees,general_policy,positive,argument_from_practical_reasoning,"proportion to all our capabilities, and also in terms of our size and the ability of our armed forces to provide assistance","in proportion to all our capabilities, and also in terms of our size and the ability of our armed forces to provide assistance",0.8
BIH,2021,GBR,United Kingdom,learning_emulation_from,general_migration,asylum_procedure,neutral,none_or_unclear,,,0.8
BIH,2021,PAK,Pakistan,learning_emulation_from,asylum_seekers,national_security,negative,argument_from_sign,high percentages indicate systemic issues,"Afghanistan during the previous year with a total of 28 % , followed by Pakistan with 24",0.8
BIH,2021,GBR,United Kingdom,learning_emulation_from,general_migration,national_security,neutral,none_or_unclear,,,0.7
BIH,2021,GBR,United Kingdom,learning_emulation_from,refugees,international_law,neutral,none_or_unclear,,,0.8
BIH,2021,GBR,United Kingdom,learning_emulation_from,refugees,international_law,neutral,none_or_unclear,,,0.8
BIH,2022,UKR,Ukraine,learning_emulation_from,refugees,returns_deportation,negative,argument_from_sign,"a large number of them not knowing where they're headed, neither where their destination is, nor whether or when they'll return to thei","a large number of them not knowing where they're headed, neither where their destination is, nor whether or when they'll return to thei",0.7
LVA,2019,USA,United States,learning_emulation_from,general_migration,integration,negative,argument_from_analogy,"families may not expect to travel to the United States after two or three years, or to Germany, Israel or other countries","that these families, some may not expect to travel to the United States after two or three years, or to Germany, Israel or other countries",0.8
LVA,2020,BLR,Belarus,learning_emulation_from,general_migration,general_policy,negative,argument_from_practical_reasoning,laws should reflect actual interests of involved parties,which have never shown any interest,0.7
LVA,2021,CHN,China,learning_emulation_from,general_migration,general_policy,negative,argument_from_cause_to_effect,the virus epidemic leads to cities being closed,which has already led to the first city being completely closed and others being able to follow,0.8
LVA,2021,LTU,Lithuania,learning_emulation_from,general_migration,general_policy,negative,argument_from_cause_to_effect,"their aim is to get deeper into Europe, especially in Western countries",their destination is probably not the European Union,0.8
LVA,2021,IRQ,Iraq,learning_emulation_from,general_migration,general_policy,neutral,none_or_unclear,,"I was also in Iraq in Kurdistan , where cities such as Suleimania and Erbila are located .",0.7
LVA,2022,RUS,Russia,learning_emulation_from,refugees,general_policy,negative,argument_from_authority,the Saeima's acknowledgment is authoritative,"On 21 April , the Saeima acknowledged that the Russian Federation is carrying out genocide against Ukrainian people",0.8
