target,source,n_mentions,framing_summary
TUR,CZE,690,"Czech parliament frames Turkey in migration debates with a balance tilted towards risk and administrative concerns, mentioning the EU-Turkey deal to stop refugee influx, while also referencing Turkey’s humanitarian situation and obligations. The dominant frame emphasizes administrative agreements and procedural issues.

**Dominant Frame Summary:** Czech parliament focuses on administrative and procedural aspects of EU-Turkey migration policies, balancing some humanitarian considerations."
TUR,ITA,164,"The Italian parliament frames Turkey as a strategic and security risk, particularly regarding immigration and energy routes, while also acknowledging humanitarian concerns and historical ties. It emphasizes the need for cooperation and investment in Turkey’s stability. Dominant frame: Risk and Security with Strategic Concerns."
TUR,NLD,2903,"The NLD frames Turkey as a key partner in addressing migration through cooperation and agreements, emphasizing humanitarian concerns and the need for dialogue. Administrative and policy remedies focus on strategic planning and agreements rather than restrictions. Dominant frame: Solidarity and cooperation with Turkey."
TUR,FIN,187,"Finland frames Turkey primarily through an administrative and policy-remedy lens, emphasizing the need to balance humanitarian obligations with concerns over human rights and security. The parliament discusses refugee agreements and assistance while critiquing Turkey’s actions. 

**Dominant Frame:** Administrative and policy-remedy with a focus on balancing humanitarian aid with security and human rights concerns."
TUR,SWE,1022,"Sweden frames Turkey as a partner in managing migration, emphasizing financial contributions and agreements, while expressing concern over perceived blackmail and the need for balanced policies. Administrative and policy-remedy framings dominate, with a balance between solidarity and risk framing.

Dominant frame: Administrative and policy-remedy framing with concerns over migration agreements and financial contributions."
TUR,GRC,1814,"GRC frames Turkey primarily through a risk and administrative lens, emphasizing the EU-Turkey agreement as a fragile and contentious arrangement, and highlighting Turkey’s strategic position and potential for blackmail. The dominant frame is **risk and administrative framing**, with a focus on the EU-Turkey deal and Turkey’s strategic leverage."
TUR,BEL,1387,"Belgian parliament emphasizes procedural and administrative aspects, highlighting agreements like the EU-Turkey Declaration and Turkey’s economic dependence on the EU. There is less focus on humanitarian or solidarity frames, instead concentrating on managing migratory flows and criticizing Turkish compliance. Administrative and policy-remedy framing dominate.

Dominant frame: Administrative and policy-remedy framing."
UKR,TUR,33,"Turkish parliament frames the Ukrainian situation primarily through a solidarity lens, emphasizing humanitarian aid and the return of citizens, while also mentioning the administrative efforts and international recognition. Risk and administrative framing are secondary. Dominant frame: Solidarity and Humanitarian Aid."
UKR,LVA,127,"LVA frames Ukraine primarily through a solidarity lens, emphasizing humanitarian aid and support for refugees, while also mentioning administrative procedures and potential future EU membership. Risk and burden are minimally addressed. Dominant frame: Solidarity and humanitarian support."
UKR,AUT,177,"AUT emphasizes humanitarian concerns and solidarity with Ukrainian refugees, highlighting the vulnerability of those fleeing conflict and the need for assistance. There is less focus on administrative procedures or policy remedies beyond expressing support and concern. Dominant frame: Solidarity and humanitarian concern."
UKR,HRV,400,"HRV frames the Ukrainian migration debate with a balance of risk (e.g., economic impacts) and solidarity (e.g., humanitarian needs, empathy), while emphasizing administrative actions like legal changes and temporary protection. The dominant frame is **solidarity and humanitarian response**."
UKR,GRC,11,"GRC frames Ukraine in migration debates through a balance of risk (Ukraine as part of a broader crisis) and solidarity (European Union unity), with administrative concerns (reception and detention centers). The dominant frame is risk-framed, emphasizing geopolitical instability and humanitarian crises."
UKR,CZE,997,"The Czech parliament emphasizes humanitarian assistance and proportionate support for Ukrainian refugees while balancing administrative measures and data sharing. Solidarity is framed through temporary aid and data pairing, with a focus on proportionality and avoiding long-term burdens. Dominant frame: **Balanced humanitarian aid with administrative and proportionality considerations.**"
UKR,NLD,325,"The NLD frames Ukraine migration through humanitarian concerns, mentioning those fleeing violence and the significant number of refugees. However, there are also negative economic and security implications discussed, particularly regarding the strain on local resources and the broader geopolitical context. The dominant frame balances humanitarian solidarity with administrative and security risks."
UKR,FIN,37,"Finland frames Ukraine primarily through a risk and administrative lens, mentioning conflicts, crises, and migration policies. The parliament discusses Ukraine’s role in migration flows and its involvement (or lack thereof) in international assemblies. 

**Dominant frame:** Risk and administrative framing with emphasis on Ukraine’s role in migration crises."
UKR,ESP,62,"The Spanish parliament emphasizes humanitarian concerns and solidarity with Ukraine, highlighting the security threats posed by Russia’s aggression and comparing the treatment of Ukrainian refugees to other displaced populations. The focus is on international support and avoiding further conflict. Dominant frame: Solidarity and security."
UKR,BIH,17,"BIH frames the Ukrainian migration crisis through a balance of humanitarian concern, emphasizing the suffering of civilians and proposing concrete measures like extending visa-free stays and introducing new entry procedures. Administrative and policy remedies are prioritized, including immediate actions and capacity-building for reception centers. The dominant frame is **solidarity and humanitarian action**."
UKR,SVN,92,"The Slovakian parliament frames Ukraine migration debates with a balance of solidarity (emphasizing refugees and humanitarian needs) and risk (condemning exploitation and political manipulation), while also addressing administrative procedures (mentioning quotas and temporary protection). Dominant frame: Solidarity with Ukrainian refugees balanced by caution against misuse."
UKR,SWE,309,"Sweden emphasizes humanitarian support, solidarity, and assistance to Ukraine, highlighting the need for continued aid and protection of Ukrainian refugees while maintaining security concerns. Dominant frame: Solidarity and humanitarian support with a security emphasis."
UKR,NOR,295,"Norway emphasizes humanitarian concerns and solidarity with Ukraine, highlighting the plight of children and the chaos caused by the war, while also discussing administrative challenges and the need for action. The dominant frame is **solidarity and humanitarian concern**."
UKR,BGR,217,"Bulgarian parliamentarians frame the Ukrainian migration crisis with a balance of risk (e.g., potential influx) and solidarity (e.g., humanitarian obligations, funding allocations), while emphasizing administrative preparedness (e.g., digital capabilities, legal changes). They advocate for cooperation within the EU for financial support and coordination.

Dominant frame: **Balanced approach with emphasis on solidarity, administrative preparedness, and EU cooperation.**"
UKR,FRA,14,"FRA frames Ukraine primarily through humanitarian and solidarity lenses, emphasizing support for refugees and diplomatic efforts to resolve the conflict. Administrative cooperation and financial aid are also mentioned. Risk and burden are minimally framed. Dominant frame: Solidarity and Humanitarian Support."
UKR,PRT,116,"PRT frames Ukraine primarily through solidarity and humanitarian lenses, emphasizing support and resources for recovery. There are occasional mentions of security concerns related to border control but these are outweighed by calls for assistance. Dominant frame: Solidarity and humanitarian support for Ukraine."
UKR,ISL,270,"ISL parliament emphasizes humanitarian obligations and solidarity, highlighting societal unity and the need for targeted policies to support Ukrainian refugees. There is also a balance with administrative concerns about system capacity and legal controls. The dominant frame is **solidarity and humanitarian obligation with administrative challenges**."
UKR,ITA,96,"Italy frames the Ukrainian refugee crisis with a balance of risk (e.g., potential for instability and immigration issues) and solidarity (e.g., agreeing on measures for refugees). Administrative and policy remedies are discussed but less prominently. The dominant frame emphasizes humanitarian concerns and the need for action.

**Dominant Frame Summary:** Italy focuses on the humanitarian aspect and necessary actions for managing the Ukrainian refugee crisis while balancing risks and administrative challenges."
UKR,HUN,273,"HUN frames the Ukrainian migrants primarily through a solidarity lens, emphasizing humanitarian aid and support, while also balancing this with administrative actions like job provision and infrastructure rebuilding. Risk and administrative framing are secondary.

Dominated by solidarity framing."
UKR,EST,599,"ESTONIA frames Ukraine migration primarily through an administrative lens, emphasizing the number of workers and refugees, and balances some solidarity by helping Ukrainian refugees, though with a focus on temporary protection and subsidies. Risk is mitigated by highlighting the positive impact of Ukrainian workers on Estonia’s economy. The dominant frame is **administrative and humanitarian, balancing economic benefits with refugee support**."
UKR,BEL,447,"Belgian parliament focuses on humanitarian concerns and the plight of Ukrainian refugees, emphasizing the need for support and protection, particularly for unaccompanied minors and labor rights. There is less emphasis on administrative procedures or restrictions. Dominant frame: Solidarity and humanitarian concern."
UKR,POL,1244,"POL frames the situation with a strong solidarity and humanitarian emphasis, highlighting volunteer efforts and support for Ukrainian refugees. There is also a focus on administrative measures like tax exemptions. The risk is implicitly present but not framed as a primary concern. Dominant frame: Solidarity and humanitarian action."
UKR,SRB,8,"SRB frames Ukraine primarily through a risk lens, highlighting instability and potential labor influx, while also mentioning humanitarian aspects of receiving refugees. Administrative challenges and economic concerns are noted. The dominant frame is **risk and instability**."
SYR,GRC,257,"GRC frames Syrian migrants primarily through a humanitarian lens, emphasizing the victims of war and conflict, while also highlighting security concerns and the need for careful assessment. The parliament discusses the high proportion of arrivals from Syria and related risks, but maintains a sense of obligation towards these refugees.

**Dominant frame:** GRC balances humanitarian concern with security and administrative caution regarding Syrian migrants."
SYR,POL,67,"POL frames Syria as a site of humanitarian crisis and suffering, emphasizing the plight of refugees and the need for solidarity through direct assistance. There is also a mention of Poland’s administrative efforts and procedural involvement in providing aid. The dominant frame is **solidarity framing**, highlighting humanitarian concerns and direct action."
SYR,BEL,717,"Belgian parliament frames Syria primarily through a humanitarian lens, emphasizing the need for support and aid, while also discussing procedural issues related to refugee screening. There is less focus on security or administrative capacity. Dominant frame: Humanitarian solidarity with Syria."
SYR,SWE,572,"Sweden frames Syria as a source of humanitarian crises and refugees, emphasizing the need for solidarity and acknowledging the burden on neighboring countries like Turkey. The focus is on the suffering caused by conflict and the ongoing influx of refugees. Administrative measures and past experiences with refugees are also discussed. Dominant frame: Solidarity and humanitarian concern with a balance of administrative and historical context."
SYR,SRB,51,SRB frames SYR migrants through a balance of humanitarian concerns (solidarity with refugees from Syria) and administrative pragmatism (recalling past economic contributions). There’s also a subtle risk framing regarding potential security threats from other nationalities. The dominant frame is **solidarity and past economic contributions**.
SYR,AUT,287,"The Austrian parliament frames Syrian migrants as victims of war and persecution, emphasizing humanitarian concerns and personal suffering. However, it also notes economic motivations and highlights the burden of hosting large numbers of refugees. The dominant frame balances humanitarian solidarity with administrative and security concerns.

Humanitarian solidarity prevails over administrative and security concerns."
SYR,CZE,350,"Czech parliament frames Syria as a source of both humanitarian needs and potential security risks, emphasizing local control and the role of NGOs. They advocate for direct assistance and cooperation, but also mention the need to manage migrants. Dominant frame: **Solidarity and administrative action balanced with security concerns and local control.**"
SYR,LVA,9,"LVA frames Syria in migration debates through a mix of risk (terrorism, migration crisis) and administrative (potential influx of migrants) concerns, with less emphasis on solidarity or policy remedies. The focus is on security threats and potential burdens.

**Dominant frame:** Risk and Security."
SYR,BGR,87,"BGR frames Syrian migrants through a mix of administrative and solidarity framings, emphasizing cooperation and humanitarian aid while also highlighting the burden and complexity of the Syrian crisis. The parliament discusses both procedural actions and emotional appeals, but leans more towards a balance of administrative measures and humanitarian concerns.

Dominant frame summary: BGR balances administrative and solidarity framings in discussions about Syrian migrants, focusing on cooperation and humanitarian aid."
SYR,FRA,51,"FRA frames Syria as a source of unpredictable risks and potential instability, emphasizing threats from Turkey’s actions and the need for cautious, non-interventionist policies. Solidarity is limited to humanitarian efforts, while administrative concerns focus on managing migrants without asylum claims. The dominant frame is risk-framed, highlighting security and unpredictability."
SYR,UKR,11,"UKR frames SYR migration debates with a strong risk framing, emphasizing the burden on Germany and the dangers of illegal migration. There is little solidarity or administrative detail, focusing instead on security measures and restrictions. The dominant frame is risk and burden."
SYR,BIH,24,"BIH parliament frames SYR migrants through a risk and administrative lens, emphasizing the isolation and lack of communication with Syrian citizens, while also discussing the potential influx of refugees. The dominant frame is **risk and administrative focus on Syrian migrants' situation and potential future waves**."
SYR,ITA,120,"Italy frames Syria as a source of humanitarian crises and terrorism, emphasizing the need for development cooperation and mine clearance but also highlighting the risks posed by Turkey and ISIS. The dominant frame is **risk framing (security, burden)**."
SYR,TUR,1082,"Turkish parliament frames Syria as a source of ongoing security threats and humanitarian burdens, emphasizing the need for military intervention to prevent migration. Solidarity and humanitarian concerns are minimal, while administrative and policy remedies focus on managing the influx and maintaining security. Dominant frame: **Risk and Security Framing with Military Intervention.**"
SYR,EST,144,"ESTONIA frames SYRIA in migration debates with a balance leaning towards solidarity (humanitarian aid) and administrative (capacity) concerns, while also addressing security risks (conflict, extremism). The parliament emphasizes offering help to Syrians in Turkey and internally displaced people, acknowledging the role of Turkey as a transit country.

**Dominant frame:** Solidarity and administrative concerns with a security risk framing."
SYR,ESP,102,"ESP frames SYR migration debates with a balance of risk (e.g., lack of awareness, geopolitical concerns) and solidarity (e.g., human rights, social inclusion), alongside administrative efforts (e.g., resettlement programs, reception centers). The dominant frame emphasizes responsibility and action.

España enfatiza una combinación de riesgos (consciente de la situación en Siria) y solidaridad (derechos humanos, inclusión social), junto con esfuerzos administrativos (programas de acogida, centros de recepción), con un énfasis en responsabilidad y acción."
SYR,HRV,124,"HRV frames SYR through a risk-framing lens, emphasizing the refugee crisis as a consequence of wars initiated by the EU, and criticizes the EU’s response, particularly Turkey’s role. The solidarity and administrative aspects are minimal, focusing instead on the EU’s failures and the humanitarian burden.

**Dominant frame:** Risk-framing of the refugee crisis as a consequence of EU actions and failures."
SYR,PRT,39,"PRT frames SYR migration debates with a strong risk framing, highlighting war, terrorism, and ethnic cleansing, while also emphasizing humanitarian obligations and past actions. There is less focus on administrative procedures or specific policy remedies. Dominant frame: Risk and humanitarian obligations."
SYR,ISL,209,"ISL's parliament frames Syria as a source of humanitarian crises and safety threats, emphasizing the need for neighboring countries like Arab states to take responsibility while also expressing concern over potential burdens on their own society. The dominant frame is a balance between risk (security, burden) and solidarity (humanitarian, obligation).

Risk framing: 40%
Solidarity framing: 35%
Administrative framing: 15%
Policy-remedy framing: 10%

Dominant frame summary: ISL parliament balances risk and solidarity in discussions about Syrian refugees, highlighting both the humanitarian crisis and the need for regional cooperation."
SYR,NOR,500,"Norway emphasizes humanitarian concerns and funding for Syrian refugees, particularly in neighboring countries like Jordan and Iraq, while downplaying direct risk or burden on Norway itself. It focuses on international cooperation and integration efforts.

**Dominant frame:** Humanitarian and solidarity-focused with a strong emphasis on international cooperation and funding."
SYR,HUN,118,"HUN's parliament frames Syrian migration primarily through a risk and administrative lens, emphasizing skepticism about Syrian refugees' claims and the need for careful management. They also highlight past humanitarian efforts and express concern over population loss. The dominant frame is **risk and administrative framing**, with elements of solidarity and policy-remedy."
SYR,NLD,997,"The NLD frames Syria primarily through humanitarian and solidarity lenses, emphasizing the plight of refugees and the need for stability and reconstruction, while also balancing this with administrative concerns like refugee protection policies. Risk is acknowledged but not overemphasized. Dominant frame: **Humanitarian and solidarity focus with administrative measures.**"
SYR,SVN,154,"Slovenian parliament frames Syrian refugees through a risk lens, emphasizing past military interventions and the threat posed by ""radical Islam."" There is little solidarity or administrative focus; instead, the debate centers on historical conflicts and security concerns. Policy remedies emphasize restrictions and skepticism towards accepting refugees.

**Dominant frame:** Risk and security framing with a focus on past conflicts and threats."
SYR,FIN,112,"Finland frames Syria as a security threat due to terrorism and instability, emphasizing procedural challenges in migration and humanitarian concerns about refugees. The parliament also discusses past aid and the complexity of asylum processes. Dominant frame: **Risk and security framing with procedural and humanitarian elements.**"
LBY,FRA,124,"FRA frames Libya primarily through a risk framing lens, emphasizing the dangers and human rights abuses migrants face there, while also mentioning administrative aspects related to migration flows. There is little solidarity or policy remedy framing beyond criticism. Dominant frame: Risk and Threat."
LBY,SVN,61,"SVN frames Libya primarily through a risk and administrative lens, emphasizing security concerns and the need for cooperation, particularly with Italy. There is also a hint of policy-remedy framing around stabilizing the region. The dominant frame is **risk and security, with a focus on cooperation and stability**."
LBY,HRV,48,"HRV frames LBY primarily through a risk and administrative lens, emphasizing cooperation and security concerns, while also critiquing NATO and U.S. policies. The parliament expresses opposition to external interventions and highlights the negative impacts of instability in Libya. Dominant frame: Administrative and Risk Framing with Criticism of External Actors."
LBY,SWE,174,"Sweden frames Libya primarily through a risk and administrative lens, emphasizing the humanitarian crisis and the need for financial support, while also discussing the EU's role in migration management. It highlights both the suffering of migrants and the EU’s aid efforts.

**Dominant frame:** Administrative and risk-framed with humanitarian elements."
LBY,POL,23,"POL frames Libya primarily through an administrative and policy-remedy lens, emphasizing the challenges of signing agreements due to political instability and proposing cooperation with North African and Sub-Saharan countries. There is also a focus on addressing smuggling and enhancing border protection. The dominant frame is **administrative and policy-focused with an emphasis on cooperation and border protection**."
LBY,GRC,87,"GRC frames Libya primarily through a risk and administrative lens, emphasizing security concerns and territorial disputes, while also mentioning potential resource cooperation. The parliament stresses the need for political solutions and sovereignty, but with a focus on security and procedural agreements rather than humanitarian or solidarity-based approaches.

Dominant frame: Risk and Administrative Framing."
LBY,EST,41,"EST frames Libya primarily through an administrative and policy-remedy lens, emphasizing agreements and procedures for managing migration, while also addressing security concerns related to terrorism. There is less focus on solidarity or humanitarian aspects. The dominant frame is on cooperation and administrative measures to manage migration flows from Libya.

EST prioritizes administrative and policy-remedy approaches over humanitarian or solidarity framings when discussing Libya."
LBY,SRB,11,"SRB frames LBY through a balance of solidarity (mentioning shared challenges and past contributions) and administrative (suggestions for reception centers) lenses, while also criticizing external actors (EU, US) for regional instability. The dominant frame is **solidarity and criticism of external actors**."
LBY,NLD,404,"The NLD frequently mentions Libya in migration debates, focusing on agreements and deals with the country, particularly regarding refugee returns and border management. There is little emphasis on humanitarian concerns or solidarity. The dominant frame is administrative and procedural, centered around migration policies and EU-Libya cooperation.

**Dominant Frame Summary:** Administrative and procedural focus on migration deals and border management with Libya."
LBY,AUT,64,"AUT frames Libya primarily through a risk and administrative lens, emphasizing security threats and the need for strict border control measures. There is little mention of humanitarian obligations or solidarity. The focus is on preventing migrants from reaching Italian shores and cooperating with Libya. Dominant frame: **Risk and administrative framing with a strong emphasis on security and border control.**"
LBY,NOR,69,"NORway frames Libya primarily through a risk and administrative lens, mentioning security concerns and human rights violations but also noting humanitarian efforts like resettlement. The focus on procedures and agreements, such as ship inspections, balances these perspectives.

Dominant frame: Administrative and risk-framed with humanitarian elements."
LBY,ESP,83,"ESP frames Libya primarily through a risk and administrative lens, emphasizing security threats, failed state conditions, and the need for controlled procedures. The parliament criticizes EU policies and past interventions, highlighting the humanitarian crisis and slave markets. Restrictive measures and skepticism towards EU agreements are prominent.

Dominant frame: Risk and administrative framing with a critical stance on EU policies."
LBY,GBR,349,"GBR frames Libya in migration debates with a balance of humanitarian concerns (e.g., granting protection) and security risks (e.g., stopping weapons flow to terrorists), alongside administrative efforts (e.g., Operation Sophia). The dominant frame emphasizes cooperation and stabilization efforts in Libya.

GBR's framing leans towards a mixed approach with a focus on both humanitarian obligations and security concerns regarding Libya."
LBY,HUN,33,"Hungary frames Libya as a chaotic source of migrants, emphasizing security risks and past conflicts, while also highlighting the humanitarian situation in Turkey and advocating for EU cooperation and stability promotion. The dominant frame is risk-framed, focusing on security and past conflicts."
LBY,TUR,82,"Turkish parliament frames Libya primarily through an administrative and solidarity lens, emphasizing support for the Libyan government, humanitarian aid, and energy security. They also highlight security risks but frame them within the context of international law and cooperation.

**Dominant Frame:** Administrative and solidarity-focused with secondary emphasis on security and energy."
LBY,PRT,30,"Portugal frames Libya primarily through a humanitarian lens, emphasizing the causes of displacement due to external aggression and internal conflict, while also highlighting the risks of human trafficking and the failures of international and European responses. Solidarity is expressed through condemnation of human rights abuses and calls for action, but there is also a critical view of European policies. Dominant frame: **Humanitarian and critical of external and European policies.**"
LBY,ITA,486,"ITA frames Libya primarily through a risk and administrative lens, emphasizing security threats and the need for cooperation and agreements. It mentions humanitarian concerns but focuses more on security and procedural measures. The dominant frame is **risk and security with administrative solutions**."
LBY,BEL,336,"Belgian parliament frames migration from Libya primarily through a risk and administrative lens, mentioning security threats, smuggling, and procedural challenges. There is some solidarity noted in discussions about humanitarian obligations and resettlement, but these are often overshadowed by administrative hurdles and security concerns. Dominant frame: **Risk and Administrative Framing with Limited Solidarity.**"
LBY,CZE,101,"Czech parliament frames Libya primarily through a risk and administrative lens, emphasizing stability, return policies, and potential contributions to Libya’s functioning. They avoid strong humanitarian appeals but focus on procedural agreements and capacity-building. Dominant frame: Risk and Administrative Focus."
LBY,BGR,11,"BGR frames Libya in migration debates as a financial threat, emphasizing the vast funds available there and the need for financial investment to manage migration. There is also a focus on the administrative burden and the need for agreements. The dominant frame is **risk framing, highlighting financial and administrative threats and burdens**."
LBY,FIN,30,"Finland frames Libya as a source of refugee crises and dangerous routes, emphasizing security risks and humanitarian concerns. It criticizes inhumane agreements and calls for responsibility. The dominant frame is **risk framing with a strong emphasis on security and humanitarian issues**."
LBY,ISL,16,"ISL parliament frames Libya primarily through a risk and administrative lens, emphasizing security threats and the need for careful handling of refugees, while also mentioning past obligations. The dominant frame is **risk and security with administrative concerns**."
MAR,FRA,33,"FRA frames Morocco primarily through a solidarity and administrative lens, emphasizing humanitarian cooperation and competent structures for managing migrants, while also addressing security concerns related to Western Sahara. 

Dominant frame: Solidarity and Administrative Cooperation."
MAR,NLD,386,"NLD frames Morocco as a partner in deportation procedures but emphasizes the risk of allowing Moroccans to stay, highlighting the need for pressure if Morocco resists deportations. The dominant frame is **administrative and risk-framed**, focusing on deportation procedures and the potential risks of non-deportation."
MAR,AUT,45,"Austrian parliament frames Morocco primarily through a risk and administrative lens, emphasizing the need for agreements and reduced funding for development cooperation due to perceived migration pressures. Solidarity and policy remedies are minimal. Dominant frame: Risk and Administrative Framing."
MAR,BEL,340,"Belgian parliament emphasizes administrative and policy-remedy framings, discussing agreements and procedures with Morocco, while occasionally touching on risk through references to migration control measures. Solidarity and humanitarian concerns are minimal.

Dominant frame: Administrative and policy-remedy framing with Morocco."
MAR,POL,5,"POL frames migration debates about MAR with a balance of risk and administrative framings, mentioning security and border control measures but also referencing legal judgments and procedures. There is no significant solidarity framing.

Dominant frame: Administrative and Risk Framing."
MAR,SWE,94,"Sweden frames Morocco primarily through an administrative and policy-remedy lens, emphasizing deportation procedures and practices. There is also a risk framing element related to unaccompanied minors and security concerns. Solidarity and humanitarian aspects are minimal. The dominant frame is on deportation and administrative measures.

Sweden's framing focuses on administrative and policy-remedy approaches, particularly deportation to Morocco."
MAR,PRT,18,"Portugal emphasizes agreements and negotiations with Morocco while distinguishing between refugees and other migrants, focusing on procedural and administrative aspects rather than framing Morocco as a significant threat or burden. Administrative and policy-remedy framing dominate, with some humanitarian concerns.

**Dominant frame:** Administrative and procedural focus with humanitarian exceptions."
MAR,ITA,18,"Italy frames Morocco in migration debates with a balance of administrative and policy-remedy framings, emphasizing bilateral agreements and cooperation, while also addressing humanitarian concerns and administrative procedures. There is less focus on risk or solidarity framing.

Dominant frame: Administrative and policy-focused cooperation with Morocco."
MAR,ESP,365,"ESP frames migration from MAR through risk and administrative lenses, emphasizing control, security measures, and procedural issues. There’s little solidarity or policy remedy discussion. The dominant frame is **risk and security-focused, with an emphasis on control and procedure**."
MAR,BIH,5,"BIH parliament primarily focuses on listing countries of origin for migrants, emphasizing Afghanistan, Pakistan, and Bangladesh, while mentioning Morocco and other North African countries. There is little risk framing, no solidarity framing, and minimal administrative or policy-remedy discussion. The dominant frame is **administrative and descriptive**, focusing on identifying and categorizing migrant origins."
MAR,CZE,18,"Czech parliament emphasizes administrative and policy-remedy framings, focusing on agreements and financial assistance to Morocco while downplaying solidarity and humanitarian concerns. They advocate for redirecting funds from Morocco to more pressing issues. Dominant frame: Administrative and policy-remedy focus with limited solidarity."
MAR,HUN,15,"Hungary emphasizes procedural agreements and humanitarian assistance, highlighting Morocco’s historical and geographical importance. It focuses on collaborative efforts through international organizations and free trade agreements. Dominant frame: Administrative and Solidarity Framing."
MAR,GRC,27,"GRC frames Morocco primarily through risk and administrative lenses, highlighting crime, security threats, and migration issues, while occasionally mentioning humanitarian aspects. The parliament emphasizes Moroccan nationals as criminals and sources of illegal immigration and drug trafficking, but also notes the need for respecting human rights.

**Dominant frame:** Risk and administrative framing with occasional humanitarian considerations."
MAR,EST,8,"EST frames Morocco primarily through risk and security concerns, citing terrorist threats and mass invasions. However, there are brief mentions of humanitarian and administrative aspects related to migration frameworks. The dominant frame is **risk and security framing**."
MAR,ISL,6,"ISL parliament frames Morocco primarily through a humanitarian lens, focusing on individual cases of young Moroccans seeking asylum and Iceland’s obligations under international conventions. There is also an administrative framing related to signing agreements. The dominant frame is **solidarity and humanitarian concern**."
MAR,SVN,42,"SVN frames migration from MAR primarily through a risk-framing lens, emphasizing threats from radical Islam and disease, while occasionally mentioning administrative concerns like border management and capacity. Solidarity and humanitarian considerations are minimal.

Dominant frame: Risk-framing of migration threats from MAR."
