source_year,sentence_id,speech_id,session_date,speaker_id,speaker_ana,entity_content,geo_class,region_group,context_window,sentence_content_current,sentence_sentiment_value,sentence_sentiment_ana,debate_topic,country,ref_type,sentiment_level,sentiment_readable,sentiment_polarity,target_iso3,weog_group,entity_scope,concreteness_score,concreteness_method,concreteness_band,concreteness_token_count,concrete_marker_hits,abstract_marker_hits,migrant_cohort,migrant_cohort_marker,policy_measure,policy_measure_marker,cohort_policy_method,policy_agency_type,policy_agency_marker,policy_agency_llm_prompt,policy_agency_method,narrative_frame,narrative_frame_marker,argument_scheme,conceptual_definition,narrative_method,narrative_polarity,flow_source_candidate,flow_destination_candidate,migration_direction,direction_method,source_country,frame,polarity,trigger_span,confidence,reason,_raw,_parse_error
2015,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u2.p1.s1,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u2,2015-02-10,MilanChovanec.1970,regular,Ukraine,foreign,european_country," || Mr President , ladies and gentlemen , let me start this debate on migration and aid for refugees by stating that the Government of the Czech Republic has dealt with this issue for a long time , and it is also necessary to say at the beginning of this debate that despite the existing risks in the world , whether it is a conflict in Syria , the departures of people from Eritrea and other territories , the conflict in Ukraine , the situation still seems peaceful for the Czech Republic . || As of 31 . 12 . 2014 was registered 451 923 foreigners with allowed temporary or permanent residence in the Czech Republic .","Mr President , ladies and gentlemen , let me start this debate on migration and aid for refugees by stating that the Government of the Czech Republic has dealt with this issue for a long time , and it is also necessary to say at the beginning of this debate that despite the existing risks in the world , whether it is a conflict in Syria , the departures of people from Eritrea and other territories , the conflict in Ukraine , the situation still seems peaceful for the Czech Republic .",4.659999847412109,senti:pospos,immig,CZE,mixed,senti:pospos,strong pos,positive,UKR,non_weog,country,3.154,transparent_fallback_heuristic,abstract_leaning,52,"",debate,refugees,refugees,general_policy,"",keyword_rules,neutral_reporting,"","Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: Mr President , ladies and gentlemen , let me start this debate on migration and aid for refugees by stating that the Government of the Czech Republic has dealt with this issue for a long time , and it is also necessary to say at the beginning of this debate that despite the existing risks in the world , whether it is a conflict in Syria , the departures of people from Eritrea and other territories , the conflict in Ukraine , the situation still seems peaceful for the Czech Republic . As of 31 . 12 . 2014 was registered 451 923 foreigners with allowed temporary or permanent residence in the Czech Republic .",keyword_rules_llm_ready,national_identity,republic,argument_from_consequences,"",keyword_rules_llm_ready,neutral_administrative,Eritrea and other territories,Syria,external_transnational,surface_srl_rules,CZE,REFERENTIAL,NEU,the conflict in Ukraine,0.8,Ukraine is mentioned as a context for existing risks but not as a source or target of action.,"",false
2015,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u2.p11.s1,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u2,2015-02-10,MilanChovanec.1970,regular,Ukraine,foreign,european_country,"However , we are not yet able to estimate when these children should reach the territory of the Czech Republic , the process is only at the beginning . || Also running a project approved by the Czech Government , which is a project for Volyňské Bohemia in Ukraine . || This project is currently being finalized and according to my information , the first Voly ň Čech should reach the Czech Republic sometime after 15 March .","Also running a project approved by the Czech Government , which is a project for Volyňské Bohemia in Ukraine .",3.7060000896453857,senti:mixpos,immig,CZE,policy,senti:mixpos,mixed pos,positive,UKR,non_weog,country,3.278,transparent_fallback_heuristic,mixed,41,"children, territory","",general_migration,"",general_policy,"",keyword_rules,neutral_reporting,"","Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: However , we are not yet able to estimate when these children should reach the territory of the Czech Republic , the process is only at the beginning . Also running a project approved by the Czech Government , which is a project for Volyňské Bohemia in Ukraine . This project is currently being finalized and according to my information , the first Voly ň Čech should reach the Czech Republic sometime after 15 March .",keyword_rules_llm_ready,child_protection,children,other,"",keyword_rules_llm_ready,positive_sympathy,"",Ukraine,external_transnational,surface_srl_rules,CZE,TARGET_EXPORT,NEU,reach the Czech Republic,0.8,The Czech Republic is directing the process of these children reaching its territory through a project.,"",false
2015,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u2.p2.s9,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u2,2015-02-10,MilanChovanec.1970,regular,Ukraine,foreign,european_country,"However , I want to make it clear here that the citizens of the states in the European Union are not obliged to register and this number may not be entirely accurate . || Among the most represented nationality are the citizens of three countries : Ukraine - 104 thousand , Vietnam - about 57 thousand , the Russian Federation - about 35 thousand . || From the countries of the European Union they are citizens of Slovakia , which we record in the Czech Republic approximately 96 thousand , Germany and Poland always after 20 thousand .","Among the most represented nationality are the citizens of three countries : Ukraine - 104 thousand , Vietnam - about 57 thousand , the Russian Federation - about 35 thousand .",2.7279999256134033,senti:neupos,immig,CZE,situation,senti:neupos,neutral pos,neutral,UKR,non_weog,country,3.213,transparent_fallback_heuristic,mixed,45,"","",general_migration,"",general_policy,"",keyword_rules,coercion_intervention_to,oblige,"Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: However , I want to make it clear here that the citizens of the states in the European Union are not obliged to register and this number may not be entirely accurate . Among the most represented nationality are the citizens of three countries : Ukraine - 104 thousand , Vietnam - about 57 thousand , the Russian Federation - about 35 thousand . From the countries of the European Union they are citizens of Slovakia , which we record in the Czech Republic approximately 96 thousand , Germany and Poland always after 20 thousand .",keyword_rules_llm_ready,national_identity,republic,other,"",keyword_rules_llm_ready,neutral_administrative,"","",external_transnational,surface_srl_rules,CZE,SOURCE_IMPORT,NEU,Ukraine - 104 thousand,0.8,The mention of Ukraine as a source of migrants is neutral and factual.,"",false
2015,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u2.p4.s2,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u2,2015-02-10,MilanChovanec.1970,regular,Ukraine,foreign,european_country,"However , the area of migration is very dynamic . || In the previous years , we prepared for a possible and possible wave of migration from Ukraine . || At present , it appears that , for example , the migration wave from Kosovo is very important , where citizens of Kosovo are trying to reach their target country , which is Germany in most cases , through the Czech Republic .","In the previous years , we prepared for a possible and possible wave of migration from Ukraine .",2.986999988555908,senti:neupos,immig,CZE,policy,senti:neupos,neutral pos,neutral,UKR,non_weog,country,3.2,transparent_fallback_heuristic,mixed,34,"","",general_migration,"",general_policy,"",keyword_rules,learning_emulation_from,example,"Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: However , the area of migration is very dynamic . In the previous years , we prepared for a possible and possible wave of migration from Ukraine . At present , it appears that , for example , the migration wave from Kosovo is very important , where citizens of Kosovo are trying to reach their target country , which is Germany in most cases , through the Czech Republic .",keyword_rules_llm_ready,national_identity,republic,conceptual_definition,"However , the area of migration is very dynamic . In the previous years , we prepared for a possible and possible wave of migration from Ukraine . At present , it appears that , for example , the migration wave from Kosovo is very important , where",keyword_rules_llm_ready,neutral_administrative,Ukraine,"",external_transnational,surface_srl_rules,CZE,SOURCE_IMPORT,NEU,migration from Ukraine,0.8,The mention of Ukraine as a source of potential migration is neutral.,"",false
2015,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u2.p5.s3,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u2,2015-02-10,MilanChovanec.1970,regular,Ukraine,foreign,european_country,"At present , however , things are different . || There is an increase of around 64 percent and these are primarily problems associated with the crisis in Ukraine . || The largest group of applicants in 2014 were nationals of Ukraine , which accounted for 44.6 % .",There is an increase of around 64 percent and these are primarily problems associated with the crisis in Ukraine .,1.0820000171661377,senti:mixneg,immig,CZE,situation,senti:mixneg,mixed neg,negative,UKR,non_weog,country,3.4,transparent_fallback_heuristic,concrete_leaning,18,"","",general_migration,"",general_policy,"",keyword_rules,neutral_reporting,"","Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: At present , however , things are different . There is an increase of around 64 percent and these are primarily problems associated with the crisis in Ukraine . The largest group of applicants in 2014 were nationals of Ukraine , which accounted for 44.6 % .",keyword_rules_llm_ready,national_identity,nation,other,"",keyword_rules_llm_ready,neutral_administrative,"",Ukraine,ambiguous,surface_srl_rules,CZE,SOURCE_IMPORT,NEG,problems associated with the crisis in Ukraine,0.8,The mention of problems due to the crisis in Ukraine implies a negative impact.,"",false
2015,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u2.p5.s4,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u2,2015-02-10,MilanChovanec.1970,regular,Ukraine,foreign,european_country,"There is an increase of around 64 percent and these are primarily problems associated with the crisis in Ukraine . || The largest group of applicants in 2014 were nationals of Ukraine , which accounted for 44.6 % . || In 2014 , a total of 650 thousand applied for international protection in the European Union .","The largest group of applicants in 2014 were nationals of Ukraine , which accounted for 44.6 % .",2.8529999256134033,senti:neupos,immig,CZE,situation,senti:neupos,neutral pos,neutral,UKR,non_weog,country,3.343,transparent_fallback_heuristic,concrete_leaning,21,"","",general_migration,"",general_policy,"",keyword_rules,neutral_reporting,"","Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: There is an increase of around 64 percent and these are primarily problems associated with the crisis in Ukraine . The largest group of applicants in 2014 were nationals of Ukraine , which accounted for 44.6 % . In 2014 , a total of 650 thousand applied for international protection in the European Union .",keyword_rules_llm_ready,humanitarian_obligation,protection,other,"",keyword_rules_llm_ready,positive_sympathy,"",Ukraine,external_transnational,surface_srl_rules,CZE,SOURCE_IMPORT,NEU,nationals of Ukraine,0.8,The mention focuses on the influx of Ukrainian nationals applying for international protection.,"",false
2015,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u2.p9.s4,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u2,2015-02-10,MilanChovanec.1970,regular,Ukraine,foreign,european_country,"At the same time , we are ready and in the past we have helped some citizens of these countries to heal in the territory of the Czech Republic . || For example , in the context of the Ukrainian conflict , injured people were transported here from demonstrations in Ukraine . || These people are being treated .","For example , in the context of the Ukrainian conflict , injured people were transported here from demonstrations in Ukraine .",0.8949999809265137,senti:mixneg,immig,CZE,mixed,senti:mixneg,mixed neg,negative,UKR,non_weog,country,3.329,transparent_fallback_heuristic,concrete_leaning,24,territory,"",general_migration,"",general_policy,"",keyword_rules,learning_emulation_from,example,"Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: At the same time , we are ready and in the past we have helped some citizens of these countries to heal in the territory of the Czech Republic . For example , in the context of the Ukrainian conflict , injured people were transported here from demonstrations in Ukraine . These people are being treated .",keyword_rules_llm_ready,national_identity,republic,other,"",keyword_rules_llm_ready,neutral_administrative,"",Ukraine,external_transnational,surface_srl_rules,CZE,TARGET_EXPORT,POS,helped some citizens,0.8,The Czech Republic has provided medical assistance to Ukrainian citizens.,"",false
2015,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u20.p24.s3,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u20,2015-02-10,FrantisekLaudat.1960,regular,Ukraine,foreign,european_country,"Unfortunately , in the meantime , since then , representatives of political parties from which no one has been there have been appear most on the issue . || The Foreign Committee held a closed meeting on immigration , on the issue of Ukraine . || As an MP , I was admitted there .","The Foreign Committee held a closed meeting on immigration , on the issue of Ukraine .",2.86299991607666,senti:neupos,immig,CZE,neutral_reference,senti:neupos,neutral pos,neutral,UKR,non_weog,country,3.255,transparent_fallback_heuristic,mixed,22,"","",general_migration,"",general_policy,"",keyword_rules,neutral_reporting,"","Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: Unfortunately , in the meantime , since then , representatives of political parties from which no one has been there have been appear most on the issue . The Foreign Committee held a closed meeting on immigration , on the issue of Ukraine . As an MP , I was admitted there .",keyword_rules_llm_ready,neutral_reporting,"",other,"",keyword_rules_llm_ready,neutral_administrative,"","",external_transnational,surface_srl_rules,CZE,SOURCE_IMPORT,NEU,issue of Ukraine,0.8,The mention focuses on the issue coming from Ukraine.,"",false
2015,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u4.p10.s8,ParlaMint-CZ_2015-02-10-ps2013-025-05-004-108.u4,2015-02-10,MiroslavaNemcova.1952,regular,Ukraine,foreign,european_country,"What does our appearance look like abroad ? || I would like to imagine the Prime Minister or one of the competent ministers coming to the meeting , I can imagine , but I would like to know from you what it looks like when they ask you : And what did the President mean when he said it was the flu in Ukraine ? || What did he mean by the Security Council to pull against the Islamic State ?","I would like to imagine the Prime Minister or one of the competent ministers coming to the meeting , I can imagine , but I would like to know from you what it looks like when they ask you : And what did the President mean when he said it was the flu in Ukraine ?",0.7229999899864197,senti:mixneg,immig,CZE,policy,senti:mixneg,mixed neg,negative,UKR,non_weog,country,3.214,transparent_fallback_heuristic,mixed,43,"",security,general_migration,"",national_security,security,keyword_rules,competition,compete,"Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: What does our appearance look like abroad ? I would like to imagine the Prime Minister or one of the competent ministers coming to the meeting , I can imagine , but I would like to know from you what it looks like when they ask you : And what did the President mean when he said it was the flu in Ukraine ? What did he mean by the Security Council to pull against the Islamic State ?",keyword_rules_llm_ready,religious_threat,islam,other,"",keyword_rules_llm_ready,negative_risk,"",Ukraine,external_transnational,surface_srl_rules,CZE,SOURCE_IMPORT,NEG,And what did the President mean when he said it was the flu in Ukraine ?,0.8,The mention of 'flu in Ukraine' suggests a negative context related to migration.,"",false
2015,ParlaMint-CZ_2015-02-12-ps2013-025-07-009-079.u10.p3.s4,ParlaMint-CZ_2015-02-12-ps2013-025-07-009-079.u10,2015-02-12,DanaVahalova.1966,regular,Ukraine,foreign,european_country,"Ukraine lost five percent of its GDP and the war in eastern Ukraine lost 10 to 15 percent of its GDP . || Considering that Ukraine 's GDP in 2013 was about 177 billion . dollars , this is a loss of up to 35 billion . $ 814 billion . Crowns . || To that end , the cost of 850 thousand must be added . refugees from eastern areas .","Considering that Ukraine 's GDP in 2013 was about 177 billion . dollars , this is a loss of up to 35 billion . $ 814 billion . Crowns .",0.13199999928474426,senti:negneg,inter,CZE,situation,senti:negneg,strong neg,negative,UKR,non_weog,country,3.38,transparent_fallback_heuristic,concrete_leaning,30,"","",refugees,refugees,allocation_of_resources,cost,keyword_rules,neutral_reporting,"","Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: Ukraine lost five percent of its GDP and the war in eastern Ukraine lost 10 to 15 percent of its GDP . Considering that Ukraine 's GDP in 2013 was about 177 billion . dollars , this is a loss of up to 35 billion . $ 814 billion . Crowns . To that end , the cost of 850 thousand must be added . refugees from eastern areas .",keyword_rules_llm_ready,economic_burden,cost,other,"",keyword_rules_llm_ready,negative_risk,"","",external_transnational,surface_srl_rules,CZE,SOURCE_IMPORT,NEG,refugees from eastern areas,0.8,The mention of refugees implies a negative impact on the speaker country.,"",false
2015,ParlaMint-CZ_2015-04-02-ps2013-026-06-004-067.u16.p3.s6,ParlaMint-CZ_2015-04-02-ps2013-026-06-004-067.u16,2015-04-02,KarelFiedler.1961,regular,Ukraine,foreign,european_country,Are we going to take on some of the Ukrainian debts ? || Are we going to let some of the Ukrainian unemployed join us and accept some of the refugees from eastern Ukraine ? || That 's very nice .,Are we going to let some of the Ukrainian unemployed join us and accept some of the refugees from eastern Ukraine ?,0.30300000309944153,senti:negneg,inter,CZE,situation,senti:negneg,strong neg,negative,UKR,non_weog,country,3.295,transparent_fallback_heuristic,mixed,19,"","",refugees,refugees,general_policy,"",keyword_rules,neutral_reporting,"","Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: Are we going to take on some of the Ukrainian debts ? Are we going to let some of the Ukrainian unemployed join us and accept some of the refugees from eastern Ukraine ? That 's very nice .",keyword_rules_llm_ready,neutral_reporting,"",other,"",keyword_rules_llm_ready,neutral_administrative,"","",external_transnational,surface_srl_rules,CZE,SOURCE_IMPORT,NEU,Ukrainian unemployed join us,0.8,The mention discusses potential migration from Ukraine.,"",false
2015,ParlaMint-CZ_2015-04-02-ps2013-026-06-004-067.u20.p4.s6,ParlaMint-CZ_2015-04-02-ps2013-026-06-004-067.u20,2015-04-02,MartinLank.1976,regular,Ukraine,foreign,european_country,"I 'm just afraid to guess how a radical and unpredictable ruler Putin would take over in the Kreml . || So rather than sanctions and signing that association agreement with Ukraine , I recommend as a recipe a political compromise , at least until both ordinary Rus and the Kremlin government feel that we are both militarily and economically weak in Europe until they know that we do not know how to deal with our own internal problems , such as immigration and Islamic terrorism . || I ask why we are making a new enemy in the form of the Kremlin with this signature today , in a situation where we are not yet able to deal with the enemy in the form of the Islamic State .","So rather than sanctions and signing that association agreement with Ukraine , I recommend as a recipe a political compromise , at least until both ordinary Rus and the Kremlin government feel that we are both militarily and economically weak in Europe until they know that we do not know how to deal with our own internal problems , such as immigration and Islamic terrorism .",-0.06300000101327896,senti:negneg,inter,CZE,policy,senti:negneg,strong neg,negative,UKR,non_weog,country,3.174,transparent_fallback_heuristic,abstract_leaning,68,"","",general_migration,"",national_security,terrorism,keyword_rules,coercion_intervention_to,sanction,"Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: I 'm just afraid to guess how a radical and unpredictable ruler Putin would take over in the Kreml . So rather than sanctions and signing that association agreement with Ukraine , I recommend as a recipe a political compromise , at least until both ordinary Rus and the Kremlin government feel that we are both militarily and economically weak in Europe until they know that we do not know how to deal with our own internal problems , such as immigration and Islamic terrorism . I ask why we are making a new enemy in the form of the Kremlin with this signature today , in a situation where we are not yet able to deal with the enemy in the form of the Islamic State .",keyword_rules_llm_ready,religious_threat,radical,other,"",keyword_rules_llm_ready,negative_risk,"",Europe until they know that we do not kno,external_transnational,surface_srl_rules,CZE,ADVERSARY_BLAME,NEG,radical and unpredictable ruler Putin,0.8,Blames Putin for potential takeover and links it to migration issues.,"",false
2015,ParlaMint-CZ_2015-05-19-ps2013-027-04-000-000.u18.p3.s1,ParlaMint-CZ_2015-05-19-ps2013-027-04-000-000.u18,2015-05-19,ZbynekStanjura.1964,regular,Ukraine,foreign,european_country,"We do not resist this discussion , however , I want to say that it is clear from the public statements made by the members of the government , the Prime Minister , that the government is following the resolution of the Chamber of Deputies , it has our support as opposition parties , and there is no problem . || At the same time , I will say , and it will not give me , that we are unable to negotiate an association agreement with Ukraine today , falls on the shoulders of the government coalition , because we have had this proposal for a very long time and it could have been included a long time ago . || If we were to do this material in time by first reading , it would not have to be proposed as an extraordinary point .","At the same time , I will say , and it will not give me , that we are unable to negotiate an association agreement with Ukraine today , falls on the shoulders of the government coalition , because we have had this proposal for a very long time and it could have been included a long time ago .",-0.09700000286102295,senti:negneg,immig,CZE,policy,senti:negneg,strong neg,negative,UKR,non_weog,country,3.129,transparent_fallback_heuristic,abstract_leaning,59,"",problem,general_migration,"",general_policy,"",keyword_rules,learning_emulation_from,follow,"Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: We do not resist this discussion , however , I want to say that it is clear from the public statements made by the members of the government , the Prime Minister , that the government is following the resolution of the Chamber of Deputies , it has our support as opposition parties , and there is no problem . At the same time , I will say , and it will not give me , that we are unable to negotiate an association agreement with Ukraine today , falls on the shoulders of the government coalition , because we have had this proposal for a very long time and it could have been included a long time ago . If we were to do this material in time by first reading , it would not have to be proposed as an extraordinary point .",keyword_rules_llm_ready,bilateral_cooperation,agreement with,other,"",keyword_rules_llm_ready,neutral_administrative,"","",external_transnational,surface_srl_rules,CZE,TARGET_EXPORT,NEU,we are unable to negotiate an association agreement with Ukraine today,0.8,"The CZE parliament discusses their inability to negotiate with Ukraine, which is directed towards the Ukrainian government.","",false
2015,ParlaMint-CZ_2015-05-19-ps2013-027-04-000-000.u18.p3.s13,ParlaMint-CZ_2015-05-19-ps2013-027-04-000-000.u18,2015-05-19,ZbynekStanjura.1964,regular,Ukraine,foreign,european_country,"We supported it and we supported it . || I just want to remind you that every time the Chamber of Deputies discussed a point that had to do with the situation either in Crimea or in Ukraine , it was on a proposal from the civil democrats . || At the same time , I have one more thing to say .","I just want to remind you that every time the Chamber of Deputies discussed a point that had to do with the situation either in Crimea or in Ukraine , it was on a proposal from the civil democrats .",2.822000026702881,senti:neupos,immig,CZE,situation,senti:neupos,neutral pos,neutral,UKR,non_weog,country,3.248,transparent_fallback_heuristic,mixed,25,"","",general_migration,"",national_security,crime,keyword_rules,neutral_reporting,"","Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: We supported it and we supported it . I just want to remind you that every time the Chamber of Deputies discussed a point that had to do with the situation either in Crimea or in Ukraine , it was on a proposal from the civil democrats . At the same time , I have one more thing to say .",keyword_rules_llm_ready,crime,crime,other,"",keyword_rules_llm_ready,negative_risk,"",Crimea or in Ukraine,external_transnational,surface_srl_rules,CZE,SOURCE_IMPORT,POS,supported it and we supported it,0.8,The speaker mentions supporting Ukraine in previous discussions.,"",false
2015,ParlaMint-CZ_2015-05-26-ps2013-028-01-001-001.u156.p12.s3,ParlaMint-CZ_2015-05-26-ps2013-028-01-001-001.u156,2015-05-26,MiroslavaNemcova.1952,regular,Ukraine,foreign,european_country,"It was already at the beginning of 2014 and this year the ODS pushed through my mouth two important resolutions in the Chamber of Deputies on two extraordinary foreign circumstances , which become the dominant of politics not only of the Czech , European , but of the world . || The two dominants are called the conflict in Ukraine caused by Russia and the second situation surrounding refugees from war - torn territories . || That disunity foreign policy is affecting us equally .",The two dominants are called the conflict in Ukraine caused by Russia and the second situation surrounding refugees from war - torn territories .,0.953000009059906,senti:mixneg,envir,CZE,situation,senti:mixneg,mixed neg,negative,UKR,non_weog,country,3.214,transparent_fallback_heuristic,mixed,44,"","",refugees,refugees,general_policy,"",keyword_rules,neutral_reporting,"","Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: It was already at the beginning of 2014 and this year the ODS pushed through my mouth two important resolutions in the Chamber of Deputies on two extraordinary foreign circumstances , which become the dominant of politics not only of the Czech , European , but of the world . The two dominants are called the conflict in Ukraine caused by Russia and the second situation surrounding refugees from war - torn territories . That disunity foreign policy is affecting us equally .",keyword_rules_llm_ready,war_conflict,conflict,other,"",keyword_rules_llm_ready,neutral_administrative,"",Ukraine caused by Russia and the second s,external_transnational,surface_srl_rules,CZE,SOURCE_IMPORT,NEG,conflict in Ukraine caused by Russia,0.8,The mention of Ukraine's conflict as caused by Russia implies a negative impact.,"",false
2015,ParlaMint-CZ_2015-06-18-ps2013-030-01-001-001.u10.p11.s1,ParlaMint-CZ_2015-06-18-ps2013-030-01-001-001.u10,2015-06-18,BohuslavSobotka.1971,guest,Ukraine,foreign,european_country,"So all of this is a thing that makes the situation in Europe very difficult . || To complement the picture , I think it is also necessary to add to the very objectively disturbed relations between Europe and Russia that have occurred as a result of the crisis in Ukraine . || And I just remind you that cooperation with Russia , for example , in the Middle East or North Africa , can be very important in many respects .","To complement the picture , I think it is also necessary to add to the very objectively disturbed relations between Europe and Russia that have occurred as a result of the crisis in Ukraine .",0.004999999888241291,senti:negneg,immig,CZE,situation,senti:negneg,strong neg,negative,UKR,non_weog,country,3.2,transparent_fallback_heuristic,mixed,39,"","",general_migration,"",general_policy,"",keyword_rules,learning_emulation_from,example,"Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: So all of this is a thing that makes the situation in Europe very difficult . To complement the picture , I think it is also necessary to add to the very objectively disturbed relations between Europe and Russia that have occurred as a result of the crisis in Ukraine . And I just remind you that cooperation with Russia , for example , in the Middle East or North Africa , can be very important in many respects .",keyword_rules_llm_ready,bilateral_cooperation,cooperation with,argument_from_consequences,"",keyword_rules_llm_ready,neutral_administrative,"",Europe very difficult,external_transnational,surface_srl_rules,CZE,ADVERSARY_BLAME,NEG,crisis in Ukraine,0.8,The mention of the crisis in Ukraine is framed as a source of difficulty.,"",false
2015,ParlaMint-CZ_2015-06-18-ps2013-030-01-001-001.u10.p11.s3,ParlaMint-CZ_2015-06-18-ps2013-030-01-001-001.u10,2015-06-18,BohuslavSobotka.1971,guest,Ukraine,foreign,european_country,"And I just remind you that cooperation with Russia , for example , in the Middle East or North Africa , can be very important in many respects . || The cooperation has been disrupted as a result of the crisis in Ukraine , and this can , of course , also mean some restrictions on our maneuvering space . || As I have already mentioned , I do not think that this situation can be underestimated .","The cooperation has been disrupted as a result of the crisis in Ukraine , and this can , of course , also mean some restrictions on our maneuvering space .",0.5649999976158142,senti:mixneg,immig,CZE,situation,senti:mixneg,mixed neg,negative,UKR,non_weog,country,3.2,transparent_fallback_heuristic,mixed,34,"","",general_migration,"",general_policy,"",keyword_rules,learning_emulation_from,example,"Classify the policy diffusion agency of this country/entity mention. Labels: learning_emulation_from, coercion_intervention_to, competition, exchange_cooperation, neutral_reporting. Mentioned entity: Ukraine. Context: And I just remind you that cooperation with Russia , for example , in the Middle East or North Africa , can be very important in many respects . The cooperation has been disrupted as a result of the crisis in Ukraine , and this can , of course , also mean some restrictions on our maneuvering space . As I have already mentioned , I do not think that this situation can be underestimated .",keyword_rules_llm_ready,bilateral_cooperation,cooperation with,argument_from_consequences,"",keyword_rules_llm_ready,neutral_administrative,"",Ukraine,ambiguous,surface_srl_rules,CZE,TARGET_EXPORT,NEG,restrictions on our maneuvering space,0.8,The speaker mentions that cooperation disruption due to Ukraine can lead to restrictions.,"",false
